condition,ra,n_bis,inclusion_code,immediacy_code,bi_desc,principal_beneficiaries,reasoning
1462992;adv_uni_inc-ext_int_dir-c,2,2,advantaged,direct,"Several graduate and undergraduate students and postdoctoral scholars have been supported by the project, with all of them advancing in their respective career development goals.","Graduate and undergraduate students, and postdoctoral scholars. This is explicitly mentioned.","The broader impact is related to training and career development of students and scholars, which is directly related to the research activities."
1462992;inc_uni_adv-int_ext_dir-b,1,3,universal,intrinsic,"The project has led to novel diagnostic and predictive capabilities for translational applications to human lung health and disease, to virology and bacteriology, and to DNA damage and repair.","Patients with lung diseases, researchers in virology, bacteriology, and genetics.","The broader impact includes advancements in health diagnostics and predictive tools that can benefit a wide range of people, including patients and researchers."
1462992;inc_uni_adv-int_ext_dir-b,1,3,advantaged,direct,"The project has generated significant findings that have been published in a wide range of journals, including high profile ones such as PNAS, Nature Communications, Science Translational Medicine, and Nucleic Acids Research.",Scientific community and researchers.,Publishing in high-profile journals primarily benefits the scientific community by disseminating new knowledge.
1462992;inc_uni_adv-int_ext_dir-b,1,3,advantaged,direct,"Several graduate and undergraduate students and postdoctoral scholars have been supported by the project, with all of them advancing in their respective career development goals.","Graduate and undergraduate students, postdoctoral scholars.","Supporting the career development of students and postdocs directly benefits these individuals, who are typically in the early stages of their careers."
1462992;inc_uni_adv-int_ext_dir-b,2,3,universal,intrinsic,"The project has led to novel diagnostic and predictive capabilities for translational applications to human lung health and disease, to virology and bacteriology, and to DNA damage and repair.","Patients with lung diseases, individuals affected by viral and bacterial infections, and those concerned with DNA damage and repair.","The broader impact focuses on health-related applications that can benefit a wide range of individuals, making it universal."
1462992;inc_uni_adv-int_ext_dir-b,2,3,advantaged,direct,"The project has generated significant findings that have been published in a wide range of journals, including high profile ones such as PNAS, Nature Communications, Science Translational Medicine, and Nucleic Acids Research.",The scientific community and researchers.,"Publishing in high-profile journals primarily benefits the scientific community, which is an advantaged group."
1462992;inc_uni_adv-int_ext_dir-b,2,3,advantaged,direct,"Several graduate and undergraduate students and postdoctoral scholars have been supported by the project, with all of them advancing in their respective career development goals.","Graduate and undergraduate students, and postdoctoral scholars.","Supporting the career development of students and postdocs directly benefits individuals in academia, an advantaged group."
1464712;adv_uni_inc-int_ext_dir-a,1,3,inclusive,direct,"The research has provided a broad, nontraditional educational experience for over 10 graduate and at least 5 undergraduate students, several of whom are female and/or belong to underrepresented groups.","Graduate and undergraduate students, particularly females and those from underrepresented groups.","The primary beneficiaries are explicitly mentioned as female and minority students, which aligns with the inclusive category."
1464712;adv_uni_inc-int_ext_dir-a,1,3,advantaged,intrinsic,"New research tools, synthetic procedures, and analytical methods have been developed and made available to a wide range of scientists.",Scientists,"The primary beneficiaries are scientists, which aligns with the advantaged category."
1464712;adv_uni_inc-int_ext_dir-a,1,3,advantaged,direct,Industrial collaborations have facilitated technology transfer to industry.,Industry partners,"The primary beneficiaries are industry partners, which aligns with the advantaged category."
1464712;adv_uni_inc-int_ext_dir-a,2,3,inclusive,direct,"The research has provided a broad, nontraditional educational experience for over 10 graduate and at least 5 undergraduate students, several of whom are female and/or belong to underrepresented groups.","Female and minority students in STEM fields, explicitly mentioned.","The broader impact focuses on providing educational opportunities to female and minority students, which aligns with the inclusive category."
1464712;adv_uni_inc-int_ext_dir-a,2,3,advantaged,intrinsic,"New research tools, synthetic procedures, and analytical methods have been developed and made available to a wide range of scientists.","Scientists, explicitly mentioned.","The broader impact benefits scientists by providing them with new tools and methods, which aligns with the advantaged category."
1464712;adv_uni_inc-int_ext_dir-a,2,3,advantaged,direct,Industrial collaborations have facilitated technology transfer to industry.,"Industry partners, explicitly mentioned.","The broader impact benefits industry partners through technology transfer, which aligns with the advantaged category."
1464712;inc_adv_uni-dir_ext_int-b,1,2,inclusive,direct,"The research has provided a broad, nontraditional educational experience for over 10 graduate and at least 5 undergraduate students, several of whom are female and/or belong to underrepresented groups.","Graduate and undergraduate students, particularly females and those from underrepresented groups.","The educational experience directly benefits students, with a focus on inclusion of underrepresented groups in STEM."
1464712;inc_adv_uni-dir_ext_int-b,1,2,advantaged,direct,"The research has facilitated technology transfer to industry through collaborations with companies like Neste, Pioneer Oil, and Merck.",Industrial companies and potentially the broader public through improved technologies.,The technology transfer benefits industrial companies directly and potentially the public indirectly.
1464712;inc_adv_uni-dir_ext_int-b,2,3,inclusive,direct,"This research has provided a broad, nontraditional educational experience for over 10 graduate and at least 5 undergraduate students, several of whom are female and/or belong to underrepresented groups.","Female and minority students in STEM fields, explicitly mentioned.",The broader impact focuses on providing educational opportunities to underrepresented groups in STEM.
1464712;inc_adv_uni-dir_ext_int-b,2,3,advantaged,intrinsic,"New research tools, synthetic procedures, and analytical methods have been developed and made available to a wide range of scientists.","Scientists, explicitly mentioned.",The broader impact benefits scientists by providing them with new tools and methods.
1464712;inc_adv_uni-dir_ext_int-b,2,3,advantaged,direct,Industrial collaborations have facilitated technology transfer to industry.,"Industry, explicitly mentioned.",The broader impact benefits industry by transferring new technologies.
1464712;inc_adv_uni-int_dir_ext-c,1,2,inclusive,direct,"The research has provided a broad, nontraditional educational experience for over 10 graduate and at least 5 undergraduate students, several of whom are female and/or belong to underrepresented groups.","Graduate and undergraduate students, particularly females and those from underrepresented groups.","The broader impact focuses on providing educational opportunities to students, with an emphasis on females and underrepresented groups in STEM."
1464712;inc_adv_uni-int_dir_ext-c,1,2,advantaged,direct,"The research facilitated technology transfer to industry through collaborations with companies like Neste, Pioneer Oil, and Merck.",Industry partners and potentially the broader public through improved technologies.,"The broader impact involves transferring research findings to industry, which can benefit from the new technologies developed."
1464712;inc_adv_uni-int_dir_ext-c,2,2,inclusive,direct,"The research has provided a broad, nontraditional educational experience for over 10 graduate and at least 5 undergraduate students, several of whom are female and/or belong to underrepresented groups.",Female and minority students in STEM fields.,The educational experience provided to female and minority students in highly technical areas of chemistry directly benefits these underrepresented groups.
1464712;inc_adv_uni-int_dir_ext-c,2,2,advantaged,direct,"The research facilitated technology transfer to industry through collaborations with companies like Neste, Pioneer Oil, and Merck.",Industrial companies and their stakeholders.,"The technology transfer primarily benefits industrial companies and their stakeholders, who are generally considered advantaged groups."
1500254;adv_uni_inc-ext_int_dir-b,1,1,advantaged,direct,The training of seven PhD students was directly supported by the project in the form of summer fellowships and conference travel support.,"PhD students, explicitly mentioned.","The broader impact focuses on the training and support of PhD students, which is a direct benefit to them."
1500254;adv_uni_inc-ext_int_dir-b,2,1,advantaged,direct,The training of seven PhD students was directly supported by the project in the form of summer fellowships and conference travel support.,"PhD students, explicitly mentioned.","The broader impact involves training PhD students, which is directly related to the research but not the main purpose of it."
1500254;uni_adv_inc-ext_int_dir-a,1,1,advantaged,direct,The training of seven PhD students was directly supported by the project in the form of summer fellowships and conference travel support.,The primary beneficiaries are the seven PhD students who received training and support.,"The broader impact focuses on the training and support of PhD students, which benefits them directly."
1500254;uni_adv_inc-ext_int_dir-a,2,1,advantaged,direct,The training of seven PhD students was directly supported by the project in the form of summer fellowships and conference travel support.,The primary beneficiaries are the seven PhD students who received training and support.,"The broader impact focuses on the training and support of PhD students, which benefits a specific group of individuals in academia."
1500254;uni_inc_adv-ext_int_dir-c,1,1,advantaged,direct,The training of seven PhD students was directly supported by the project in the form of summer fellowships and conference travel support.,PhD students,"The primary beneficiaries are the PhD students who received training and support, which is a direct benefit related to the research project."
1500254;uni_inc_adv-ext_int_dir-c,2,1,advantaged,direct,The training of seven PhD students was directly supported by the project in the form of summer fellowships and conference travel support.,PhD students,"The primary beneficiaries are PhD students who received training and support, which aligns with the advantaged group as they are already in a position to pursue advanced education."
1500832;adv_inc_uni-int_dir_ext-c,1,2,inclusive,extrinsic,"The PI is active promoting the professional development of mathematicians in her Department and in the Texas region, by organizing regional conferences, and in her role as Faculty Mentor of the local Student Chapter of the Association for Women in Mathematics.",Mathematicians in the Texas region and members of the local Student Chapter of the Association for Women in Mathematics.,"The broader impact focuses on professional development and mentorship, which benefits mathematicians and women in mathematics."
1500832;adv_inc_uni-int_dir_ext-c,1,2,advantaged,direct,"Most of the articles produced in this project are joint with junior researchers at the undergraduate, graduate and postdoctoral level.","Junior researchers at the undergraduate, graduate, and postdoctoral level.","The broader impact involves collaboration with and training of junior researchers, which directly benefits them."
1500832;adv_inc_uni-int_dir_ext-c,2,2,inclusive,extrinsic,"The PI is active promoting the professional development of mathematicians in her Department and in the Texas region, by organizing regional conferences, and in her role as Faculty Mentor of the local Student Chapter of the Association for Women in Mathematics.",Mathematicians in the Texas region and members of the local Student Chapter of the Association for Women in Mathematics.,"The broader impact focuses on professional development and mentoring, which primarily benefits mathematicians and students, particularly women in mathematics."
1500832;adv_inc_uni-int_dir_ext-c,2,2,advantaged,direct,"Most of the articles produced in this project are joint with junior researchers at the undergraduate, graduate and postdoctoral level.","Junior researchers at the undergraduate, graduate, and postdoctoral level.","The broader impact involves collaboration with and training of junior researchers, which directly benefits these individuals."
1500832;inc_adv_uni-ext_int_dir-a,1,2,inclusive,extrinsic,The PI is active in promoting the professional development of mathematicians in her Department and in the Texas region by organizing regional conferences and serving as Faculty Mentor of the local Student Chapter of the Association for Women in Mathematics.,Mathematicians in the Texas region and members of the local Student Chapter of the Association for Women in Mathematics.,"The broader impact focuses on professional development and mentoring activities, particularly for women in mathematics, which aligns with inclusive broader impacts."
1500832;inc_adv_uni-ext_int_dir-a,1,2,inclusive,direct,"Most of the articles produced in this project are joint with junior researchers at the undergraduate, graduate, and postdoctoral level.","Junior researchers at the undergraduate, graduate, and postdoctoral level.","Collaborating with junior researchers provides them with valuable research experience, which is a direct broader impact."
1500832;inc_adv_uni-ext_int_dir-a,2,2,inclusive,extrinsic,"The PI is active promoting the professional development of mathematicians in her Department and in the Texas region, by organizing regional conferences, and in her role as Faculty Mentor of the local Student Chapter of the Association for Women in Mathematics.",Mathematicians in the Texas region and members of the local Student Chapter of the Association for Women in Mathematics.,"The broader impact focuses on professional development and mentoring, particularly for women in mathematics, which aligns with inclusive broader impacts."
1500832;inc_adv_uni-ext_int_dir-a,2,2,inclusive,direct,"Most of the articles produced in this project are joint with junior researchers at the undergraduate, graduate and postdoctoral level.","Junior researchers at the undergraduate, graduate, and postdoctoral level.","The broader impact involves training and collaboration with junior researchers, which is a direct benefit of the research process."
1500832;inc_uni_adv-dir_ext_int-b,1,2,inclusive,extrinsic,"The PI is active promoting the professional development of mathematicians in her Department and in the Texas region, by organizing regional conferences, and in her role as Faculty Mentor of the local Student Chapter of the Association for Women in Mathematics.",Mathematicians in the Texas region and members of the local Student Chapter of the Association for Women in Mathematics.,"The broader impact focuses on professional development and mentoring activities, which primarily benefit mathematicians and women in mathematics."
1500832;inc_uni_adv-dir_ext_int-b,1,2,advantaged,direct,"Most of the articles produced in this project are joint with junior researchers at the undergraduate, graduate and postdoctoral level.","Junior researchers at the undergraduate, graduate, and postdoctoral level.","The broader impact involves collaboration with and training of junior researchers, which is directly related to the research activities."
1500832;inc_uni_adv-dir_ext_int-b,2,2,inclusive,extrinsic,"The PI is active promoting the professional development of mathematicians in her Department and in the Texas region, by organizing regional conferences, and in her role as Faculty Mentor of the local Student Chapter of the Association for Women in Mathematics.",Mathematicians in the Texas region and members of the local Student Chapter of the Association for Women in Mathematics.,"The broader impact focuses on professional development and mentorship, particularly for women in mathematics."
1500832;inc_uni_adv-dir_ext_int-b,2,2,advantaged,direct,"Most of the articles produced in this project are joint with junior researchers at the undergraduate, graduate and postdoctoral level.","Junior researchers at the undergraduate, graduate, and postdoctoral level.","The broader impact involves collaboration and mentorship of junior researchers, which is directly related to the research activities."
1502282;adv_uni_inc-int_ext_dir-a,1,1,advantaged,direct,"The project supported the travel and work of graduate students, as well as supporting a postdoc for some of the time as well as a workshop.","Graduate students, postdoctoral fellows, and researchers attending the workshop.","The primary beneficiaries are explicitly mentioned as graduate students, postdoctoral fellows, and researchers, who are typically considered advantaged groups in the context of academic research."
1502282;adv_uni_inc-int_ext_dir-a,2,1,advantaged,direct,"The project supported the travel and work of graduate students, as well as supporting a postdoc for some of the time as well as a workshop.","Graduate students, postdoctoral fellow, and workshop participants.","The primary beneficiaries are explicitly mentioned as graduate students, a postdoctoral fellow, and participants of the workshop, who are typically considered advantaged groups in academia."
1502282;uni_adv_inc-int_ext_dir-c,1,1,advantaged,direct,"The grant supported the travel and work of graduate students, visiting researchers, and a postdoctoral fellow, as well as the organization of workshops.","Graduate students, visiting researchers, and a postdoctoral fellow. This is explicitly mentioned.","The primary beneficiaries are individuals involved in advanced academic research, which aligns with advantaged groups."
1502282;uni_adv_inc-int_ext_dir-c,2,1,advantaged,direct,"The grant supported the travel and work of graduate students, a postdoctoral fellow, and the organization of workshops.","Graduate students, postdoctoral fellow, and researchers attending the workshops.","The primary beneficiaries are explicitly mentioned as graduate students, a postdoctoral fellow, and researchers, who are typically considered advantaged groups in academia."
1502282;uni_inc_adv-int_dir_ext-b,1,1,advantaged,direct,"The grant supported the travel and work of graduate students, visiting researchers, and a postdoctoral fellow, as well as the organization of workshops.","Graduate students, visiting researchers, and a postdoctoral fellow are the primary beneficiaries, explicitly mentioned in the text.","The broader impact primarily benefits individuals who are already in academia or on a path to becoming professional researchers, which aligns with advantaged groups."
1502282;uni_inc_adv-int_dir_ext-b,2,1,advantaged,direct,"The grant supported the travel and work of graduate students, a postdoctoral fellow, and the organization of workshops.","Graduate students, postdoctoral fellow, and researchers attending the workshops.","The primary beneficiaries are explicitly mentioned as graduate students, a postdoctoral fellow, and researchers, who are typically considered advantaged groups in the context of academic research."
1503794;adv_uni_inc-int_dir_ext-a,1,5,inclusive,intrinsic,"SBG has been shown to positively influence students' perceptions and behaviors toward grading, improve domain-specific self-efficacy, and help develop sophisticated beliefs about STEM knowledge.","Students, particularly those in STEM fields.","The broader impact focuses on enhancing the educational experience and outcomes for students, which is inclusive as it targets a broad student population, including those who may be at risk."
1503794;adv_uni_inc-int_dir_ext-a,1,5,inclusive,intrinsic,SBG has been used to identify at-risk students and improve course design and innovation through analysis of aggregate scores.,"Students, especially those at risk of underperforming.",This broader impact is inclusive as it aims to support at-risk students and improve educational practices.
1503794;adv_uni_inc-int_dir_ext-a,1,5,universal,intrinsic,"SBG implementers note the importance of mapping learning objectives, providing feedback, and educating faculty and students about SBG.",Instructors and students in higher education.,"The broader impact benefits both instructors and students by improving teaching practices and educational outcomes, making it universal."
1503794;adv_uni_inc-int_dir_ext-a,1,5,advantaged,direct,Working with learning management system providers to streamline SBG implementation and aligning standards with ABET.,Instructors and educational institutions.,"This broader impact primarily benefits instructors and educational institutions by making SBG easier to implement, which is advantaged."
1503794;adv_uni_inc-int_dir_ext-a,1,5,universal,direct,Developing the SBG community resource website and YouTube Channel to support further implementation of SBG in higher education.,Instructors and students in higher education.,"The broader impact aims to provide resources and support for SBG implementation, benefiting a wide range of educational stakeholders, making it universal."
1503794;adv_uni_inc-int_dir_ext-a,2,4,universal,intrinsic,"SBG can positively influence students' perceptions and behaviors toward grading, improve self-efficacy, and help develop sophisticated beliefs about STEM knowledge.",Students in STEM education,"The broader impact focuses on improving educational outcomes for students, which is a universal benefit."
1503794;adv_uni_inc-int_dir_ext-a,2,4,universal,intrinsic,SBG can be used to identify at-risk students and improve course design and innovation.,Students and educators,"The broader impact aims to enhance educational practices and outcomes, benefiting both students and educators universally."
1503794;adv_uni_inc-int_dir_ext-a,2,4,advantaged,intrinsic,"SBG implementers note the importance of mapping learning objectives, providing feedback, and overcoming barriers to implementation.",Instructors and educational institutions,"The broader impact focuses on improving teaching practices and educational systems, which benefits educators and institutions."
1503794;adv_uni_inc-int_dir_ext-a,2,4,advantaged,intrinsic,Working with learning management system providers to streamline SBG implementation and developing community resources.,Instructors and educational institutions,"The broader impact involves creating resources and systems to support educators, which benefits advantaged groups such as faculty and institutions."
1503794;adv_uni_inc-int_ext_dir-b,1,5,universal,intrinsic,"SBG can have a positive influence on students’ perceptions and behaviors toward grading, improve students’ domain-specific self-efficacy, and help students develop more sophisticated beliefs about STEM knowledge.","Students in higher education, particularly those in STEM fields.","The primary beneficiaries are students, who are generally considered a universal group, as the benefits of improved grading systems can apply to any student."
1503794;adv_uni_inc-int_ext_dir-b,1,5,universal,intrinsic,SBG can be used to identify at-risk students and improve course design and innovation through analysis of aggregate SBG scores.,Students and educators in higher education.,"The impact benefits both students and educators, making it a universal benefit as it aims to improve educational outcomes broadly."
1503794;adv_uni_inc-int_ext_dir-b,1,5,universal,intrinsic,"SBG implementers note the importance of mapping learning objectives with assignments and rubrics, providing feedback to students, and educating faculty and students about SBG.",Instructors and students in higher education.,"The impact benefits both instructors and students, making it a universal benefit as it aims to improve educational practices broadly."
1503794;adv_uni_inc-int_ext_dir-b,1,5,universal,intrinsic,Working with learning management system providers to streamline implementation of SBG and aligning standards or learning outcomes used in courses with ABET.,Instructors and students in higher education.,"The impact benefits both instructors and students, making it a universal benefit as it aims to improve educational practices broadly."
1503794;adv_uni_inc-int_ext_dir-b,1,5,universal,intrinsic,Continuing to develop the SBG community resource website and further examining the perceptions of all SBG stakeholders to support the further implementation of SBG in higher education.,"Instructors, students, and other stakeholders in higher education.","The impact benefits a wide range of stakeholders in higher education, making it a universal benefit."
1503794;adv_uni_inc-int_ext_dir-b,2,5,universal,intrinsic,"SBG can positively influence students' perceptions and behaviors toward grading, improve self-efficacy, and help develop sophisticated beliefs about STEM knowledge.","Students in higher education, particularly those in STEM fields.","The broader impact focuses on improving educational outcomes and experiences for students, which is a universal benefit."
1503794;adv_uni_inc-int_ext_dir-b,2,5,universal,intrinsic,SBG can identify at-risk students and drive course design and innovation through analysis of aggregate scores.,Students and educators in higher education.,"The broader impact involves using SBG data to improve educational practices and outcomes, benefiting a wide range of students and educators."
1503794;adv_uni_inc-int_ext_dir-b,2,5,universal,intrinsic,"SBG can identify leading and lagging sections, topics needing additional coverage, and root causes for student misunderstanding.",Students and educators in multi-section courses.,"The broader impact aims to enhance educational quality and effectiveness, which benefits a broad audience."
1503794;adv_uni_inc-int_ext_dir-b,2,5,universal,intrinsic,"SBG can help instructors by providing clear learning objectives, opportunities for self-evaluation, grading transparency, and reducing student anxiety.",Instructors and students in higher education.,"The broader impact addresses both student and instructor needs, aiming to improve the educational environment for all involved."
1503794;adv_uni_inc-int_ext_dir-b,2,5,advantaged,intrinsic,"Efforts to combat faculty barriers include working with learning management system providers, aligning standards with ABET, and developing community resources.",Instructors and educational institutions.,"The broader impact focuses on supporting faculty and educational institutions, which are considered advantaged groups."
1503794;inc_adv_uni-dir_ext_int-c,1,4,universal,intrinsic,"SBG can positively influence students' perceptions and behaviors toward grading, improve domain-specific self-efficacy, and help develop sophisticated beliefs about STEM knowledge.","Students, particularly those in STEM fields.","The broader impact focuses on enhancing students' learning experiences and outcomes, which can benefit all students in STEM fields."
1503794;inc_adv_uni-dir_ext_int-c,1,4,universal,intrinsic,SBG can be used to identify at-risk students and improve course design and innovation through analysis of aggregate SBG scores.,"Students, particularly those at risk of underperforming.","The broader impact aims to support at-risk students and improve educational practices, which can benefit all students but has a particular focus on those who are struggling."
1503794;inc_adv_uni-dir_ext_int-c,1,4,universal,intrinsic,"SBG implementers note the importance of mapping learning objectives with assignments and rubrics, providing feedback, and educating faculty and students about SBG.",Instructors and students in higher education.,"The broader impact focuses on improving teaching practices and educational outcomes, which can benefit both instructors and students."
1503794;inc_adv_uni-dir_ext_int-c,1,4,advantaged,intrinsic,Working with learning management system providers to streamline SBG implementation and aligning standards with ABET.,Instructors and educational institutions.,"The broader impact aims to facilitate the adoption of SBG, benefiting instructors and educational institutions."
1503794;inc_adv_uni-dir_ext_int-c,2,4,universal,intrinsic,"SBG has been shown to positively influence students' perceptions and behaviors toward grading, improve self-efficacy, and help develop sophisticated beliefs about STEM knowledge.",Students in STEM fields,"The broader impact focuses on the benefits to students' learning experiences and outcomes, which can apply to a wide range of students."
1503794;inc_adv_uni-dir_ext_int-c,2,4,universal,intrinsic,"SBG has been used to identify at-risk students, leading and lagging sections in multi-section courses, and topics needing additional coverage.",Students and educators,"The broader impact includes improving educational practices and outcomes, which benefits both students and educators."
1503794;inc_adv_uni-dir_ext_int-c,2,4,universal,intrinsic,"SBG implementers note the importance of mapping learning objectives with assignments and rubrics, providing feedback, and educating faculty and students about SBG.",Instructors and students,"The broader impact involves improving instructional practices and educational outcomes, benefiting both instructors and students."
1503794;inc_adv_uni-dir_ext_int-c,2,4,universal,intrinsic,Work includes developing the SBG community resource website and examining perceptions of all SBG stakeholders to support further implementation in higher education.,"Faculty, students, and other SBG stakeholders","The broader impact focuses on supporting the implementation of SBG, which benefits a wide range of stakeholders in education."
1504550;adv_uni_inc-dir_int_ext-b,1,1,inclusive,intrinsic,The project aims to determine the concentration of PCBs and pesticides in traditional Yup'ik Alaska Native foods to address the health risks posed by these pollutants.,"The primary beneficiaries are the Yup'ik Alaska Native communities, particularly those in Tununak and Chefornak.",The broader impact is inclusive because it directly benefits marginalized Yup'ik Alaska Native communities by addressing health risks specific to their traditional food practices.
1504550;adv_uni_inc-dir_int_ext-b,2,1,inclusive,intrinsic,"The project aims to determine the concentration of PCBs and pesticides in traditional Yup'ik Alaska Native foods, which will help address health risks for the Yup'ik communities.","The primary beneficiaries are the Yup'ik Alaska Native communities, explicitly mentioned in the report.",The project directly benefits a marginalized group (Yup'ik Alaska Natives) by addressing health risks associated with their traditional foods.
1504550;inc_uni_adv-ext_dir_int-c,1,1,inclusive,intrinsic,"The project aims to determine the concentration of PCBs and pesticides in traditional Yup'ik Alaska Native foods, which will help address the significant threat to human health for Alaska Natives who depend on locally harvested marine foods.","The primary beneficiaries are the Yup'ik Alaska Native communities, explicitly mentioned in the report.","The broader impact is inclusive because it directly benefits a marginalized group, the Yup'ik Alaska Native communities, by addressing a significant health threat."
1504550;inc_uni_adv-ext_dir_int-c,2,1,inclusive,intrinsic,"The project aims to determine the concentration of PCBs and pesticides in traditional Yup'ik Alaska Native foods, which are a significant threat to human health, especially for Alaska Natives.","The primary beneficiaries are explicitly mentioned as Alaska Natives, specifically the Yup'ik communities in southwestern Alaska.","The broader impact focuses on addressing health risks for a marginalized group, the Yup'ik Alaska Natives, making it inclusive."
1504550;inc_uni_adv-int_dir_ext-a,1,1,inclusive,intrinsic,"This project aims to determine the concentration of PCBs and pesticides in traditional Yup'ik Alaska Native foods, which is crucial for understanding and mitigating health risks for Yup'ik communities.","Yup'ik Alaska Native communities, explicitly mentioned.",The broader impact is focused on the health and well-being of Yup'ik Alaska Native communities by addressing the contamination in their traditional foods.
1504550;inc_uni_adv-int_dir_ext-a,2,1,inclusive,intrinsic,"This project aims to determine the concentration of PCBs and pesticides in traditional Yup'ik Alaska Native foods, which remain a significant threat to human health, especially for Alaska Natives.",The primary beneficiaries are the Yup'ik Alaska Native communities in southwestern Alaska.,"The broader impact is inclusive because it directly benefits a marginalized group, the Yup'ik Alaska Natives, by addressing a significant health threat."
1504576;inc_uni_adv-ext_dir_int-a,1,2,universal,intrinsic,"The project aimed to improve the undergraduate experience in civil engineering and construction management through game design, and shared these approaches and student-developed games across universities and high school classrooms.","Undergraduate students in civil engineering and construction management, and high school students.","The broader impact primarily benefits students, which can be considered a universal impact as it is not limited to a specific marginalized group."
1504576;inc_uni_adv-ext_dir_int-a,1,2,universal,extrinsic,The project made all assignments and assessment instruments available online to support continual application of the game design approaches.,Educators and students in civil engineering and construction management.,"Making resources available online benefits a wide range of educators and students, which is a universal impact."
1504576;inc_uni_adv-ext_dir_int-a,2,2,universal,intrinsic,"The project aimed to improve the undergraduate experience in civil engineering and construction management through game design, enhancing student engagement, metacognition, and sense of community.","Undergraduate students in civil engineering and construction management at Arizona State University, the University of Pittsburgh, and Clemson University.","The primary beneficiaries are undergraduate students, who are generally not marginalized or underrepresented, making the impact universal."
1504576;inc_uni_adv-ext_dir_int-a,2,2,universal,extrinsic,The project shared student-developed games across universities and brought these games to high school classrooms to generate enthusiasm for civil engineering and construction topics.,High school students and students at other universities.,"The broader impact extends to high school students and students at other universities, which is a universal benefit."
1504576;uni_adv_inc-ext_int_dir-c,1,2,universal,intrinsic,"The project aimed to improve the undergraduate experience in civil engineering and construction management through a game design framework, enhancing student engagement, metacognition, and sense of community.","Undergraduate students in civil engineering and construction management, explicitly mentioned.","The primary beneficiaries are undergraduate students, which can be considered a universal group as the improvements in education can benefit any student in these fields."
1504576;uni_adv_inc-ext_int_dir-c,1,2,universal,extrinsic,The project shared student-developed games across universities and brought these games to high school classrooms to generate enthusiasm for civil engineering and construction topics.,"High school students and students at other universities, explicitly mentioned.","The broader impact includes generating interest in STEM fields among high school students, which is a universal benefit as it aims to inspire a wide audience."
1504576;uni_adv_inc-ext_int_dir-c,2,2,advantaged,intrinsic,"The project aimed to improve the undergraduate experience in civil engineering and construction management through game design frameworks, which were piloted and assessed for effectiveness in increasing student engagement, metacognition, sense of community, and retention.","Undergraduate students in civil engineering and construction management, particularly at Arizona State University, the University of Pittsburgh, and Clemson University.","The primary beneficiaries are undergraduate students in specific universities, which are considered advantaged groups."
1504576;uni_adv_inc-ext_int_dir-c,2,2,universal,extrinsic,The project shared student-developed games across universities and brought these games to high school classrooms to generate enthusiasm for civil engineering and construction topics.,High school students and broader civil engineering and construction education communities.,"The broader impact extends to high school students and the broader educational community, which can be considered universal."
1504576;uni_inc_adv-int_dir_ext-b,1,2,universal,intrinsic,"The project aimed to improve the undergraduate experience in civil engineering and construction management through game design, enhancing student engagement, metacognition, and sense of community.","Undergraduate students in civil engineering and construction management, explicitly mentioned.",The broader impact focuses on improving the educational experience and outcomes for undergraduate students in specific fields.
1504576;uni_inc_adv-int_dir_ext-b,1,2,universal,extrinsic,The project shared student-developed games across universities and brought these games to high school classrooms to generate enthusiasm for civil engineering and construction topics.,"High school students and students at other universities, explicitly mentioned.",The broader impact involves outreach and educational enhancement for a broader audience beyond the initial target group.
1504576;uni_inc_adv-int_dir_ext-b,2,2,advantaged,intrinsic,"The project aimed to improve the undergraduate experience in civil engineering and construction management through game design, which increased students' metacognition and sense of community.","Undergraduate students in civil engineering and construction management at Arizona State University, the University of Pittsburgh, and Clemson University.","The primary beneficiaries are undergraduate students in specific universities, which suggests the impact is on a relatively advantaged group."
1504576;uni_inc_adv-int_dir_ext-b,2,2,universal,extrinsic,The project shared student-developed games across universities and brought these games to high school classrooms to generate enthusiasm for civil engineering and construction topics.,High school students and broader civil engineering and construction education communities.,"The impact on high school students and broader educational communities suggests a universal benefit, as it aims to generate enthusiasm and improve education broadly."
1504584;inc_uni_adv-dir_int_ext-a,1,1,universal,intrinsic,"Understanding field-controlled motion of protons can contribute to solutions in solar fuel conversion, energy storage, and biomedicine.","Researchers and industries involved in solar fuel conversion, energy storage, and biomedicine.","The broader impact is related to advancements in technology and science that can benefit multiple fields, which implies a universal benefit."
1504584;inc_uni_adv-dir_int_ext-a,2,1,advantaged,intrinsic,"Understanding field-controlled motion of protons can contribute to solutions in solar fuel conversion, energy storage, and biomedicine.","Researchers and industries in solar fuel conversion, energy storage, and biomedicine.","The broader impact primarily benefits researchers and industries, which are considered advantaged groups."
1504584;uni_inc_adv-ext_int_dir-b,1,1,universal,intrinsic,"The research on field-controlled motion of protons has the potential to contribute to solutions in solar fuel conversion, energy storage, and biomedicine.","The primary beneficiaries are inferred to be society at large, particularly those involved in or affected by advancements in solar fuel conversion, energy storage, and biomedicine.","The broader impact is universal as it aims to address large-scale issues that can benefit society as a whole, and it is intrinsic because the potential applications are directly related to the main research on molecular behavior under laser fields."
1504584;uni_inc_adv-ext_int_dir-b,2,1,universal,intrinsic,"The research on field-controlled motion of protons has the potential to contribute to solutions in solar fuel conversion, energy storage, and biomedicine.","The primary beneficiaries are inferred to be society at large, given the potential applications in energy and healthcare.",The broader impact is universal as it aims to address widespread societal challenges in energy and healthcare.
